response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0031,0.0009,0.0000,0.0005,0.0010,0.0008,200,58.3684
0.0032,0.0010,0.0000,0.0002,0.0013,0.0007,200,58.3685
0.0032,0.0009,0.0000,0.0004,0.0015,0.0005,200,58.3684
0.0031,0.0019,0.0000,0.0003,0.0007,0.0001,200,58.3690
0.0070,0.0030,0.0000,0.0023,0.0003,0.0012,200,58.3665
0.0052,0.0022,0.0000,0.0002,0.0013,0.0015,200,58.3672
0.0062,0.0043,0.0000,0.0011,0.0005,0.0003,200,58.3699
0.0081,0.0000,0.0000,0.0020,0.0015,0.0008,200,58.3684
0.0097,0.0051,0.0000,0.0013,0.0027,0.0005,200,58.3668
0.0097,0.0026,0.0000,0.0018,0.0005,0.0048,200,58.3669
0.0070,0.0045,0.0000,0.0012,0.0008,0.0005,200,58.3698
0.0083,0.0007,0.0000,0.0016,0.0004,0.0055,200,58.3689
0.0083,0.0066,0.0000,0.0006,0.0010,0.0000,200,58.3699
0.0115,0.0000,0.0000,0.0027,0.0027,0.0012,200,58.3667
0.0084,0.0000,0.0000,0.0011,0.0010,0.0000,200,58.3698
0.0091,0.0000,0.0000,0.0000,0.0030,0.0018,200,58.3692
0.0105,0.0000,0.0000,0.0052,0.0010,0.0001,200,58.3679
0.0094,0.0028,0.0000,0.0015,0.0027,0.0024,200,58.3690
0.0085,0.0057,0.0000,0.0016,0.0011,0.0001,200,58.3700
0.0088,0.0000,0.0000,0.0018,0.0004,0.0000,200,58.3699
0.0122,0.0041,0.0000,0.0022,0.0022,0.0035,200,58.3670
0.0111,0.0000,0.0000,0.0010,0.0025,0.0044,200,58.3691
0.0102,0.0008,0.0000,0.0000,0.0034,0.0026,200,58.3700
0.0108,0.0000,0.0000,0.0015,0.0015,0.0034,200,58.3697
0.0118,0.0031,0.0000,0.0020,0.0015,0.0052,200,58.3691
0.0143,0.0000,0.0000,0.0018,0.0024,0.0053,200,58.3668
0.0113,0.0000,0.0000,0.0022,0.0004,0.0003,200,58.3698
0.0115,0.0000,0.0000,0.0000,0.0017,0.0004,200,58.3697
0.0133,0.0038,0.0000,0.0016,0.0022,0.0057,200,58.3680
0.0121,0.0009,0.0000,0.0009,0.0037,0.0011,200,58.3697
0.0119,0.0000,0.0000,0.0000,0.0025,0.0001,200,58.3698
0.0040,0.0005,0.0000,0.0018,0.0006,0.0011,200,58.3782
0.0134,0.0000,0.0000,0.0024,0.0027,0.0024,200,58.3698
0.0135,0.0008,0.0000,0.0004,0.0044,0.0024,200,58.3697
0.0138,0.0027,0.0000,0.0033,0.0007,0.0070,200,58.3695
0.0048,0.0000,0.0000,0.0015,0.0008,0.0002,200,58.3785
0.0139,0.0000,0.0000,0.0000,0.0033,0.0060,200,58.3695
0.0136,0.0007,0.0000,0.0001,0.0026,0.0065,200,58.3697
