response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9440
0.0069,0.0000,0.0000,0.0000,0.0066,0.0003,400,58.9436
0.0067,0.0000,0.0000,0.0001,0.0066,0.0000,400,58.9439
0.0121,0.0000,0.0000,0.0000,0.0121,0.0000,400,58.9389
0.0073,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9441
0.0073,0.0000,0.0000,0.0000,0.0072,0.0001,400,58.9443
0.0073,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9444
0.0073,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9445
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9447
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9449
0.0072,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9450
0.0072,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9451
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9453
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9454
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9456
0.0072,0.0000,0.0000,0.0000,0.0071,0.0001,400,58.9457
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9458
0.0071,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9460
0.0074,0.0000,0.0000,0.0000,0.0073,0.0000,400,58.9459
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9463
0.0070,0.0000,0.0000,0.0001,0.0069,0.0000,400,58.9464
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9465
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9467
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9468
0.0069,0.0000,0.0000,0.0000,0.0068,0.0000,400,58.9470
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9470
0.0070,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9471
0.0070,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9472
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9473
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9474
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9475
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9476
0.0073,0.0000,0.0000,0.0001,0.0071,0.0001,400,58.9475
0.0073,0.0000,0.0000,0.0000,0.0072,0.0001,400,58.9477
0.0072,0.0000,0.0000,0.0000,0.0071,0.0001,400,58.9479
0.0074,0.0000,0.0000,0.0000,0.0073,0.0001,400,58.9479
0.0074,0.0000,0.0000,0.0000,0.0073,0.0000,400,58.9480
0.0073,0.0000,0.0000,0.0000,0.0072,0.0000,400,58.9482
0.0074,0.0000,0.0000,0.0000,0.0073,0.0001,400,58.9483
0.0074,0.0000,0.0000,0.0000,0.0070,0.0000,400,58.9484
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,400,58.9486
0.0071,0.0000,0.0000,0.0001,0.0068,0.0000,400,58.9490
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9492
0.0070,0.0000,0.0000,0.0000,0.0069,0.0000,400,58.9492
0.0073,0.0000,0.0000,0.0000,0.0071,0.0001,400,58.9492
0.0071,0.0000,0.0000,0.0001,0.0069,0.0001,400,58.9495
0.0069,0.0000,0.0000,0.0001,0.0068,0.0001,400,58.9497
0.0068,0.0000,0.0000,0.0001,0.0067,0.0001,400,58.9499
0.0073,0.0000,0.0000,0.0000,0.0072,0.0001,400,58.9496
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9505
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9507
0.0067,0.0000,0.0000,0.0000,0.0066,0.0001,400,58.9505
0.0069,0.0000,0.0000,0.0000,0.0068,0.0000,400,58.9504
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9510
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,58.9514
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,58.9516
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,400,58.9517
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,58.9518
0.0060,0.0000,0.0000,0.0000,0.0060,0.0000,400,58.9519
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9521
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9522
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9523
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9525
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9526
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9527
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,58.9528
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9529
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9531
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9533
0.0056,0.0000,0.0000,0.0000,0.0055,0.0000,400,58.9533
0.0058,0.0000,0.0000,0.0000,0.0055,0.0002,400,58.9535
0.0057,0.0000,0.0000,0.0000,0.0056,0.0001,400,58.9536
0.0057,0.0000,0.0000,0.0000,0.0056,0.0001,400,58.9537
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9538
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9539
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9540
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9541
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9542
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9544
0.0056,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9545
0.0055,0.0000,0.0000,0.0000,0.0054,0.0000,400,58.9547
