response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0065,0.0045,0.0000,0.0005,0.0014,0.0001,400,300.0407
0.0061,0.0032,0.0000,0.0001,0.0012,0.0017,400,300.0424
0.0079,0.0050,0.0000,0.0010,0.0006,0.0013,400,300.0406
0.0081,0.0048,0.0000,0.0016,0.0014,0.0001,400,300.0417
0.0075,0.0024,0.0000,0.0025,0.0024,0.0002,400,300.0433
0.0078,0.0000,0.0000,0.0000,0.0019,0.0001,400,300.0431
0.0091,0.0045,0.0000,0.0021,0.0022,0.0001,400,300.0422
0.0093,0.0044,0.0000,0.0016,0.0032,0.0000,400,300.0423
0.0099,0.0059,0.0000,0.0001,0.0037,0.0001,400,300.0422
0.0014,0.0000,0.0000,0.0004,0.0008,0.0001,400,300.0509
0.0089,0.0054,0.0000,0.0000,0.0034,0.0000,400,300.0434
0.0122,0.0066,0.0000,0.0013,0.0040,0.0001,400,300.0403
0.0005,0.0000,0.0000,0.0001,0.0004,0.0001,400,300.0521
0.0091,0.0005,0.0000,0.0035,0.0037,0.0001,400,300.0436
0.0091,0.0014,0.0000,0.0031,0.0044,0.0001,400,300.0438
0.0005,0.0000,0.0000,0.0000,0.0003,0.0001,400,300.0525
0.0106,0.0057,0.0000,0.0001,0.0047,0.0000,400,300.0425
0.0102,0.0051,0.0000,0.0003,0.0047,0.0001,400,300.0431
0.0131,0.0052,0.0000,0.0028,0.0049,0.0001,400,300.0402
0.0128,0.0000,0.0000,0.0000,0.0049,0.0000,400,300.0407
0.0107,0.0053,0.0000,0.0003,0.0050,0.0001,400,300.0429
0.0137,0.0000,0.0000,0.0014,0.0056,0.0001,400,300.0406
0.0139,0.0054,0.0000,0.0025,0.0059,0.0000,400,300.0406
0.0117,0.0027,0.0000,0.0029,0.0059,0.0001,400,300.0430
0.0141,0.0063,0.0000,0.0018,0.0059,0.0000,400,300.0406
0.0129,0.0045,0.0000,0.0015,0.0067,0.0001,400,300.0421
0.0115,0.0000,0.0000,0.0001,0.0063,0.0001,400,300.0440
0.0145,0.0039,0.0000,0.0031,0.0074,0.0001,400,300.0417
0.0092,0.0000,0.0000,0.0000,0.0072,0.0000,400,300.0472
0.0143,0.0059,0.0000,0.0009,0.0074,0.0001,400,300.0422
0.0138,0.0024,0.0000,0.0031,0.0083,0.0001,400,300.0429
0.0162,0.0073,0.0000,0.0003,0.0085,0.0000,400,300.0408
0.0163,0.0000,0.0000,0.0000,0.0081,0.0000,400,300.0408
0.0135,0.0000,0.0000,0.0000,0.0080,0.0001,400,300.0436
0.0154,0.0000,0.0000,0.0001,0.0083,0.0001,400,300.0419
0.0165,0.0044,0.0000,0.0039,0.0082,0.0000,400,300.0408
0.0140,0.0019,0.0000,0.0035,0.0086,0.0001,400,300.0434
0.0159,0.0035,0.0000,0.0009,0.0115,0.0001,400,300.0416
0.0141,0.0016,0.0000,0.0039,0.0086,0.0001,400,300.0436
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,300.0515
0.0069,0.0000,0.0000,0.0000,0.0067,0.0001,400,300.0513
0.0075,0.0000,0.0000,0.0001,0.0068,0.0001,400,300.0507
0.0150,0.0049,0.0000,0.0001,0.0099,0.0000,400,300.0433
0.0149,0.0048,0.0000,0.0002,0.0099,0.0000,400,300.0435
0.0156,0.0055,0.0000,0.0001,0.0100,0.0001,400,300.0428
0.0063,0.0000,0.0000,0.0001,0.0061,0.0001,400,300.0522
0.0063,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0523
0.0154,0.0055,0.0000,0.0001,0.0096,0.0000,400,300.0433
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0526
0.0181,0.0049,0.0000,0.0000,0.0098,0.0000,400,300.0408
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,300.0528
0.0151,0.0017,0.0000,0.0001,0.0132,0.0000,400,300.0441
0.0152,0.0017,0.0000,0.0001,0.0133,0.0001,400,300.0441
0.0065,0.0000,0.0000,0.0000,0.0064,0.0001,400,300.0529
0.0160,0.0051,0.0000,0.0004,0.0104,0.0001,400,300.0436
0.0067,0.0000,0.0000,0.0000,0.0066,0.0000,400,300.0530
0.0158,0.0020,0.0000,0.0030,0.0108,0.0001,400,300.0440
0.0067,0.0000,0.0000,0.0000,0.0067,0.0000,400,300.0532
0.0163,0.0032,0.0000,0.0001,0.0111,0.0001,400,300.0438
0.0069,0.0000,0.0000,0.0000,0.0068,0.0000,400,300.0533
0.0164,0.0029,0.0000,0.0019,0.0115,0.0001,400,300.0439
0.0071,0.0000,0.0000,0.0000,0.0070,0.0000,400,300.0534
0.0070,0.0000,0.0000,0.0000,0.0069,0.0001,400,300.0536
0.0166,0.0045,0.0000,0.0000,0.0120,0.0001,400,300.0441
0.0074,0.0000,0.0000,0.0000,0.0073,0.0001,400,300.0535
0.0124,0.0007,0.0000,0.0000,0.0115,0.0001,400,300.0485
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,400,300.0544
0.0127,0.0007,0.0000,0.0000,0.0118,0.0001,400,300.0485
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,400,300.0546
0.0068,0.0000,0.0000,0.0000,0.0067,0.0001,400,300.0546
0.0068,0.0000,0.0000,0.0000,0.0066,0.0001,400,300.0550
0.0067,0.0000,0.0000,0.0000,0.0066,0.0001,400,300.0555
0.0185,0.0000,0.0000,0.0000,0.0129,0.0001,400,300.0438
0.0184,0.0000,0.0000,0.0000,0.0129,0.0000,400,300.0439
0.0080,0.0000,0.0000,0.0000,0.0079,0.0000,400,300.0543
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,300.0562
0.0189,0.0007,0.0000,0.0001,0.0130,0.0001,400,300.0438
0.0064,0.0000,0.0000,0.0001,0.0063,0.0001,400,300.0564
0.0131,0.0000,0.0000,0.0000,0.0129,0.0001,400,300.0498
0.0065,0.0000,0.0000,0.0000,0.0064,0.0001,400,300.0565
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,300.0567
0.0060,0.0000,0.0000,0.0000,0.0060,0.0000,400,300.0571
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0570
0.0063,0.0000,0.0000,0.0002,0.0060,0.0001,400,300.0571
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0573
0.0064,0.0000,0.0000,0.0001,0.0062,0.0001,400,300.0573
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0576
0.0065,0.0000,0.0000,0.0001,0.0062,0.0001,400,300.0574
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0578
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,300.0579
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,400,300.0582
0.0061,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0582
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,300.0584
0.0062,0.0000,0.0000,0.0001,0.0060,0.0001,400,300.0583
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,300.0585
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0585
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0586
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0587
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0588
0.0063,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0589
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,300.0590
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,300.0592
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,300.0593
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,400,300.0595
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,300.0596
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,400,300.0597
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,300.0598
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,300.0599
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,300.0601
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,300.0602
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,300.0603
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,300.0604
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,300.0606
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0607
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0608
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0609
0.0059,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0610
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,300.0612
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0613
0.0058,0.0000,0.0000,0.0000,0.0055,0.0000,400,300.0614
0.0055,0.0000,0.0000,0.0000,0.0054,0.0000,400,300.0618
0.0004,0.0000,0.0000,0.0000,0.0003,0.0001,400,300.0670
0.0004,0.0000,0.0000,0.0000,0.0003,0.0001,400,300.0671
0.0059,0.0000,0.0000,0.0000,0.0057,0.0001,400,300.0622
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,300.0623
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,300.0623
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0625
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,300.0627
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0629
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,300.0628
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0630
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,300.0631
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,300.0632
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0633
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,300.0634
