response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0035,0.0022,0.0000,0.0005,0.0004,0.0002,400,-470.4428
0.0037,0.0024,0.0000,0.0001,0.0009,0.0002,400,-470.4428
0.0037,0.0026,0.0000,0.0001,0.0005,0.0001,400,-470.4428
0.0038,0.0010,0.0000,0.0002,0.0010,0.0001,400,-470.4428
0.0039,0.0024,0.0000,0.0001,0.0010,0.0001,400,-470.4429
0.0042,0.0018,0.0000,0.0000,0.0012,0.0001,400,-470.4430
0.0006,0.0000,0.0000,0.0000,0.0005,0.0000,400,-470.4393
0.0006,0.0000,0.0000,0.0000,0.0005,0.0001,400,-470.4391
0.0007,0.0000,0.0000,0.0000,0.0006,0.0000,400,-470.4391
0.0048,0.0014,0.0000,0.0000,0.0019,0.0001,400,-470.4428
0.0011,0.0000,0.0000,0.0000,0.0010,0.0000,400,-470.4387
0.0056,0.0024,0.0000,0.0005,0.0024,0.0001,400,-470.4429
0.0016,0.0000,0.0000,0.0000,0.0015,0.0000,400,-470.4387
0.0026,0.0000,0.0000,0.0000,0.0025,0.0000,400,-470.4390
0.0023,0.0000,0.0000,0.0000,0.0022,0.0000,400,-470.4385
0.0022,0.0000,0.0000,0.0000,0.0021,0.0000,400,-470.4384
0.0005,0.0000,0.0000,0.0000,0.0003,0.0001,400,-470.4364
0.0031,0.0000,0.0000,0.0000,0.0030,0.0000,400,-470.4390
0.0022,0.0000,0.0000,0.0000,0.0021,0.0000,400,-470.4380
0.0015,0.0000,0.0000,0.0000,0.0014,0.0000,400,-470.4371
0.0018,0.0000,0.0000,0.0000,0.0017,0.0000,400,-470.4373
0.0074,0.0009,0.0000,0.0002,0.0047,0.0001,400,-470.4428
0.0075,0.0007,0.0000,0.0001,0.0047,0.0001,400,-470.4428
0.0008,0.0000,0.0000,0.0000,0.0007,0.0000,400,-470.4359
0.0008,0.0000,0.0000,0.0000,0.0007,0.0000,400,-470.4358
0.0005,0.0000,0.0000,0.0000,0.0003,0.0001,400,-470.4352
0.0009,0.0000,0.0000,0.0000,0.0008,0.0001,400,-470.4356
0.0008,0.0000,0.0000,0.0000,0.0007,0.0001,400,-470.4354
0.0004,0.0000,0.0000,0.0000,0.0003,0.0000,400,-470.4348
0.0004,0.0000,0.0000,0.0000,0.0003,0.0000,400,-470.4346
